"Udic"|"25330343"|"10866730"
"Udic"|"25330344"|"10866682"
"Udic"|"25330358"|"10866767"
"Udic"|"25330359"|"10866769"
"Aquic"|"25330360"|"10866768"
"Aquic"|"25330420"|"10866752"
"Aquic"|"25330421"|"10866753"
"Udic"|"25330422"|"10866754"
"Aquic"|"25330423"|"10866755"
"Udic"|"25330327"|"10866729"
"Udic"|"25330328"|"10866681"
"Udic"|"25330353"|"10866733"
"Udic"|"25330354"|"10866732"
"Udic"|"25330355"|"10866648"
"Udic"|"25330434"|"10866748"
"Udic"|"25330435"|"10866749"
